#,Directive number,Title,Date,Page on gov.il,File name in zip,File title,File URL,Note
102,DR_158,"הבהרות לתקנות הרוקחים (מתן מרשם בידי רוקח בעל הרשאה אישית), התשע""ד 2014",2016-12-31T22:00:00Z,https://www.gov.il/he/Departments/policies/dr-158,files_circulars_dr_DR_158.pdf,"הבהרות לתקנות הרוקחים (מתן מרשם בידי רוקח בעל הרשאה אישית), התשע""ד 2014",https://www.gov.il/BlobFolder/policy/dr-158/he/files_circulars_dr_DR_158.pdf,
103,DR_20357216,"תכשירים רפואיים וגלוטן, ספטמבר 2016",2016-10-12T21:00:00Z,https://www.gov.il/he/Departments/policies/dr-20357216,files_circulars_dr_DR_20357216.pdf,"תכשירים רפואיים וגלוטן, ספטמבר 2016",https://www.gov.il/BlobFolder/policy/dr-20357216/he/files_circulars_dr_DR_20357216.pdf,
104,145,אכיפה מנהלית - הוראות לעניין הטלת עיצומים כספיים לפי פקודת הרוקחים,2016-08-31T21:00:00Z,https://www.gov.il/he/Departments/policies/dr-145,files_circulars_dr_DR_145.pdf,אכיפה מנהלית - הוראות לעניין הטלת עיצומים כספיים לפי פקודת הרוקחים,https://www.gov.il/BlobFolder/policy/dr-145/he/files_circulars_dr_DR_145.pdf,
105,146,אכיפה מנהלית - ההתראה מינהלית והתחייבות להימנע מהפרה לפי פקודת הרוקחים (חלף עיצומים כספיים),2016-08-31T21:00:00Z,https://www.gov.il/he/Departments/policies/dr-146,files_circulars_dr_DR_146.pdf,אכיפה מנהלית - ההתראו מינהלית והתחייבות להימנע מהפרה לפי פקודת הרוקחים (חלף עיצומים כספיים),https://www.gov.il/BlobFolder/policy/dr-146/he/files_circulars_dr_DR_146.pdf,
106,,,2016-08-31T21:00:00Z,,,,,
107,16,"נוהל אישור רוקח אחראי לניהול בית מרקחת, חדר תרופות או מוסד רפואי אחר",2016-08-01T21:00:00Z,https://www.gov.il/he/Departments/policies/dr-16,files_circulars_dr_DR_16.pdf,"נוהל אישור רוקח אחראי לניהול בית מרקחת, חדר תרופות או מוסד רפואי אחר",https://www.gov.il/BlobFolder/policy/dr-16/he/files_circulars_dr_DR_16.pdf,
108,155,ניפוק מרשם לסמים מסוכנים - הבהרות,2016-07-31T21:00:00Z,https://www.gov.il/he/Departments/policies/dr-155,files_circulars_dr_DR_155.pdf,ניפוק מרשם לסמים מסוכנים - הבהרות,https://www.gov.il/BlobFolder/policy/dr-155/he/files_circulars_dr_DR_155.pdf,
109,ISCP_26062016,"שינוי בתהליך הערכת תיקי תכשירים וטרינרים המוגשים לרישום עבור חיות שאינן מייצרות מזון ושאינן משמשות למזון, ובין היתר חיות בית קטנ",2016-06-25T21:00:00Z,https://www.gov.il/he/Departments/policies/iscp-26062016,files_circulars_iscp-ex_ISCP_26062016.pdf,"שינוי בתהליך הערכת תיקי תכשירים וטרינרים המוגשים לרישום עבור חיות שאינן מייצרות מזון ושאינן משמשות למזון, ובין היתר חיות בית קטנ",https://www.gov.il/BlobFolder/policy/iscp-26062016/he/files_circulars_iscp-ex_ISCP_26062016.pdf,
110,Reg_26052016,החלטת ועדת אד הוק בנושא חלופה (Substitution/interchangeability) בין התכשיר Gonal-f לתכשיר Bemfola,2016-05-25T21:00:00Z,https://www.gov.il/he/Departments/policies/reg-26052016,files_circulars_reg_Reg_26052016.pdf,החלטת ועדת אד הוק בנושא חלופה ( substitution/interchangeability ) בין התכשיר Gonal-f לתכשיר Bemfola,https://www.gov.il/BlobFolder/policy/reg-26052016/he/files_circulars_reg_Reg_26052016.pdf,
111,EX-007,"נוהל הגשת נתוני יציבות של חומרים פעילים ותכשירים רפואיים בעת הגשות לרישום, חידוש רישום ושינויים.",2016-04-30T21:00:00Z,https://www.gov.il/he/Departments/policies/ex007,files_circulars_iscp-ex_EX007_03.pdf,"נוהל הגשת נתוני יציבות של חומרים פעילים ותכשירים רפואיים בעת הגשות לרישום, חידוש רישום ושינויים.",https://www.gov.il/BlobFolder/policy/ex007/he/files_circulars_iscp-ex_EX007_03.pdf,
112,EX-006,שחרור רשמי של תכשירים במדינת ישראל,2016-04-30T21:00:00Z,https://www.gov.il/he/Departments/policies/ex006,files_circulars_iscp-ex_EX-006.pdf,שחרור רשמי של תכשירים במדינת ישראל,https://www.gov.il/BlobFolder/policy/ex006/he/files_circulars_iscp-ex_EX-006.pdf,
112,EX-006,שחרור רשמי של תכשירים במדינת ישראל,2016-04-30T21:00:00Z,https://www.gov.il/he/Departments/policies/ex006,files_circulars_iscp-ex_Form-1-EX-006.docx,בקשה לשיחרור רשמי של אצווה,https://www.gov.il/BlobFolder/policy/ex006/he/files_circulars_iscp-ex_Form-1-EX-006.docx,
112,EX-006,שחרור רשמי של תכשירים במדינת ישראל,2016-04-30T21:00:00Z,https://www.gov.il/he/Departments/policies/ex006,files_circulars_iscp-ex_Form-1-EX-006-en.docx,Application form for official batch release,https://www.gov.il/BlobFolder/policy/ex006/he/files_circulars_iscp-ex_Form-1-EX-006-en.docx,
113,DR_26016216,רקיחת הכנות רוקחיות מותרות בבית מרקחת ושיווקן,2016-03-05T22:00:00Z,https://www.gov.il/he/Departments/policies/dr-26016216,files_circulars_dr_DR_26016216.pdf,רקיחת הכנות רוקחיות מותרות בבית מרקחת ושיווקן,https://www.gov.il/BlobFolder/policy/dr-26016216/he/files_circulars_dr_DR_26016216.pdf,
114,142,הנחיות להגשת תוכניות לניהול סיכונים לאגף הרוקחות,2016-02-29T22:00:00Z,https://www.gov.il/he/Departments/policies/dr-142,files_circulars_dr_DR_142.pdf,הנחיות להגשת תוכניות לניהול סיכונים לאגף הרוקחות,https://www.gov.il/BlobFolder/policy/dr-142/he/files_circulars_dr_DR_142.pdf,
115,142,Name of Procedure: Guidelines for Submitting Risk Management Plans to Pharmaceutical Division,2016-02-29T22:00:00Z,https://www.gov.il/he/Departments/policies/dr-142e,files_circulars_dr_DR_142e.pdf,Name of Procedure: Guidelines for Submitting Risk Management Plans to Pharmaceutical Division,https://www.gov.il/BlobFolder/policy/dr-142e/he/files_circulars_dr_DR_142e.pdf,
116,44,נוהל מלאי מינימום של סמים מסוכנים בבתי מרקחת וחדרי תרופות,2016-02-09T22:00:00Z,https://www.gov.il/he/departments/policies/dr-44,files_circulars_dr_dr_44.pdf,נוהל מלאי מינימום של סמים מסוכנים בבתי מרקחת וחדרי תרופות,https://www.gov.il/BlobFolder/policy/dr-44/he/files_circulars_dr_dr_44.pdf,
117,143,הערכה מחודשת של תכשירים ווטרינריים רשומים,2016-01-31T22:00:00Z,https://www.gov.il/he/departments/policies/dr-143,files_circulars_dr_DR_143.pdf,הערכה מחודשת של תכשירים ווטרינריים רשומים,https://www.gov.il/BlobFolder/policy/dr-143/he/files_circulars_dr_DR_143.pdf,
118,138,"הפצת מידע על תופעות לוואי ומידע בטיחותי חדש ע""י אגף הרוקחות",2015-12-31T22:00:00Z,https://www.gov.il/he/Departments/policies/dr-138,files_circulars_dr_DR_138.pdf,"הפצת מידע על תופעות לוואי ומידע בטיחותי חדש ע""י אגף הרוקחות",https://www.gov.il/BlobFolder/policy/dr-138/he/files_circulars_dr_DR_138.pdf,
119,reg_22122015,תוספת לעלונים בנוגע לדיווח תופעות לוואי,2015-12-21T22:00:00Z,https://www.gov.il/he/Departments/policies/reg-22122015,files_circulars_reg_reg_22122015.pdf,תוספת לעלונים בנוגע לדיווח תופעות לוואי,https://www.gov.il/BlobFolder/policy/reg-22122015/he/files_circulars_reg_reg_22122015.pdf,
120,dr_55204202,פעילות עובד בית מרקחת שאינו רוקח - הבהרה,2015-12-03T22:00:00Z,https://www.gov.il/he/Departments/policies/dr-55204202,files_circulars_dr_dr_55204202.pdf,פעילות עובד בית מרקחת שאינו רוקח  - הבהרה,https://www.gov.il/BlobFolder/policy/dr-55204202/he/files_circulars_dr_dr_55204202.pdf,
121,reg_01122015,הנחיות בנושא אסמכאות לאישור ועדכון של תכשירים רפואיים הומניים,2015-11-30T22:00:00Z,https://www.gov.il/he/Departments/policies/reg-01122015,files_circulars_reg_reg_01122015.pdf,הנחיות בנושא אסמכאות לאישור ועדכון של תכשירים רפואיים הומניים,https://www.gov.il/BlobFolder/policy/reg-01122015/he/files_circulars_reg_reg_01122015.pdf,
122,41,קוים מנחים למערכות אוטומטיות ורובוטים להכנה וניפוק תרופות בבתי מרקחת,2015-11-15T22:00:00Z,https://www.gov.il/he/Departments/policies/dr-141,files_circulars_dr_DR_141.pdf,קוים מנחים למערכות אוטומטיות ורובוטים להכנה וניפוק תרופות בבתי מרקחת,https://www.gov.il/BlobFolder/policy/dr-141/he/files_circulars_dr_DR_141.pdf,
123,reg_16112015,עדכון בנוגע לקבלת תיקים במחלקה לרישום תכשירים רפואיים באגף הרוקחות,2015-11-15T22:00:00Z,https://www.gov.il/he/Departments/policies/reg-16112015,files_circulars_reg_reg_16112015.pdf,עדכון בנוגע לקבלת תיקים במחלקה לרישום תכשירים רפואיים באגף הרוקחות,https://www.gov.il/BlobFolder/policy/reg-16112015/he/files_circulars_reg_reg_16112015.pdf,
124,EX-001,נוהל להגשת דוגמאות וסטנדרטים בעת הגשות למכון,2015-10-07T21:00:00Z,https://www.gov.il/he/Departments/policies/ex001,files_circulars_iscp-ex_EX-001.pdf,נוהל להגשת דוגמאות וסטנדרטים בעת הגשות למכון,https://www.gov.il/BlobFolder/policy/ex001/he/files_circulars_iscp-ex_EX-001.pdf,
124,EX-001,נוהל להגשת דוגמאות וסטנדרטים בעת הגשות למכון,2015-10-07T21:00:00Z,https://www.gov.il/he/Departments/policies/ex001,files_circulars_iscp-ex_RIA-ex-001.pdf,דוח הערכה להשפעת רגולציה,https://www.gov.il/BlobFolder/policy/ex001/he/files_circulars_iscp-ex_RIA-ex-001.pdf,
124,EX-001,נוהל להגשת דוגמאות וסטנדרטים בעת הגשות למכון,2015-10-07T21:00:00Z,https://www.gov.il/he/Departments/policies/ex001,files_circulars_iscp-ex_Form-1-EX-001.docx,טופס מלווה לסטנדרטים/תעודת Retest,https://www.gov.il/BlobFolder/policy/ex001/he/files_circulars_iscp-ex_Form-1-EX-001.docx,
124,EX-001,נוהל להגשת דוגמאות וסטנדרטים בעת הגשות למכון,2015-10-07T21:00:00Z,https://www.gov.il/he/Departments/policies/ex001,files_circulars_iscp-ex_Form-2-EX-001.docx,טופס להגשת חומר ייחוס המוגדר כסם/חומר פסיכוטי,https://www.gov.il/BlobFolder/policy/ex001/he/files_circulars_iscp-ex_Form-2-EX-001.docx,
124,EX-001,נוהל להגשת דוגמאות וסטנדרטים בעת הגשות למכון,2015-10-07T21:00:00Z,https://www.gov.il/he/Departments/policies/ex001,files_circulars_iscp-ex_Form-3-EX-001.docx,טופס להגשת תכשיר מוגמר המכיל סם/חומר פסיכוטי,https://www.gov.il/BlobFolder/policy/ex001/he/files_circulars_iscp-ex_Form-3-EX-001.docx,
125,134,"העלאת מודעות למחלות (המ""ל) - כללים להנגשת מידע לציבור הרחב שנעשה במימון או בחסות בעל רישום",2015-08-16T21:00:00Z,https://www.gov.il/he/Departments/policies/dr-134,files_circulars_dr_DR_134.pdf,"העלאת מודעות למחלות (המ""ל) - כללים להנגשת מידע לציבור הרחב שנעשה במימון או בחסות בעל רישום",https://www.gov.il/BlobFolder/policy/dr-134/he/files_circulars_dr_DR_134.pdf,
126,DR_32349115,תהליך רישום תכשירי מקור באגף הרוקחות,2015-05-09T21:00:00Z,https://www.gov.il/he/Departments/policies/dr-32349115,files_circulars_dr_DR_32349115.pdf,תהליך רישום תכשירי מקור באגף הרוקחות,https://www.gov.il/BlobFolder/policy/dr-32349115/he/files_circulars_dr_DR_32349115.pdf,
127,DR_ֹ32978215,הבהרות והנחיות לאחזקה ושימוש בקנביס רפואי בעת אשפוז,2015-05-04T21:00:00Z,https://www.gov.il/he/Departments/policies/dr-32978215,files_circulars_dr_DR_ֹ32978215.pdf,הבהרות והנחיות לאחזקה ושימוש בקנביס רפואי בעת אשפוז,https://www.gov.il/BlobFolder/policy/dr-32978215/he/files_circulars_dr_DR_ֹ32978215.pdf,
128,139,רוקח אחראי בבית מסחר לתרופות,2015-03-31T21:00:00Z,https://www.gov.il/he/Departments/policies/dr-139,files_circulars_dr_DR_139.pdf,רוקח אחראי בבית מסחר לתרופות,https://www.gov.il/BlobFolder/policy/dr-139/he/files_circulars_dr_DR_139.pdf,
129,ISCP_16032015,טבלת שינויים להגשה למכון ולמחלקת רישום,2015-03-15T22:00:00Z,https://www.gov.il/he/Departments/policies/iscp-16032015,files_circulars_iscp-ex_ISCP_16032015.xls,טבלת שינויים להגשה למכון ולמחלקת רישום,https://www.gov.il/BlobFolder/policy/iscp-16032015/he/files_circulars_iscp-ex_ISCP_16032015.xls,
130,ISCP_31032015,הטמעת שינויים,2015-02-25T22:00:00Z,https://www.gov.il/he/Departments/policies/iscp-31032015,files_circulars_iscp-ex_ISCP_31032015.pdf,הטמעת שינויים,https://www.gov.il/BlobFolder/policy/iscp-31032015/he/files_circulars_iscp-ex_ISCP_31032015.pdf,
131,REG08_2012,"נוהל להגשת בקשות לרישום, שינוי וחידוש תכשירים רפואיים",2015-01-31T22:00:00Z,https://www.gov.il/he/Departments/policies/reg08-2012,files_circulars_reg_Reg08_2012.pdf,"נוהל להגשת בקשות לרישום, שינוי וחידוש תכשירים רפואיים",https://www.gov.il/BlobFolder/policy/reg08-2012/he/files_circulars_reg_Reg08_2012.pdf,
132,dr_18012015,הנחיות להכנת תרחיף Tamiflu Oseltamivir בהעדר תכשיר מסחרי בצורת סוספנסיה,2015-01-17T22:00:00Z,https://www.gov.il/he/Departments/policies/dr-18012015,files_circulars_dr_dr_18012015.pdf,הנחיות להכנת תרחיף Tamiflu -Oseltamivir בהעדר תכשיר מסחרי בצורת סוספנסיה,https://www.gov.il/BlobFolder/policy/dr-18012015/he/files_circulars_dr_dr_18012015.pdf,
133,ISCP_15012015,בדיקות איכות Post Marketing לתכשירים רפואיים רשומים,2015-01-14T22:00:00Z,https://www.gov.il/he/Departments/policies/iscp-15012015,files_circulars_iscp-ex_ISCP_15012015.pdf,בדיקות איכות Post Marketing לתכשירים רפואיים רשומים,https://www.gov.il/BlobFolder/policy/iscp-15012015/he/files_circulars_iscp-ex_ISCP_15012015.pdf,
134,137,"כללים לשיפור שימוש מושכל והיענות לטיפול התרופתי במטופלים שנרשמו עבורם תכשירי מרשם, באמצעות מידע שאינו מסחרי",2015-01-04T22:00:00Z,https://www.gov.il/he/Departments/policies/dr-137,files_circulars_dr_DR_137.pdf,"כללים לשיפור שימוש מושכל והיענות לטיפול התרופתי במטופלים שנרשמו עבורם תכשירי מרשם, באמצעות מידע שאינו מסחרי",https://www.gov.il/BlobFolder/policy/dr-137/he/files_circulars_dr_DR_137.pdf,
135,ISCP_04122014,"רשימת ליקויים נפוצים שגרמו לאי קבלת תיקים ביום הקבלה ע""י מחלקת הערכת תיקים כימיה",2014-12-03T22:00:00Z,https://www.gov.il/he/Departments/policies/iscp-04122014,files_circulars_iscp-ex_ISCP_04122014.pdf,"רשימת ליקויים נפוצים שגרמו לאי קבלת תיקים ביום הקבלה ע""י מחלקת הערכת תיקים כימיה",https://www.gov.il/BlobFolder/policy/iscp-04122014/he/files_circulars_iscp-ex_ISCP_04122014.pdf,
136,129,"נוהל 129 - אבטחת איכות ייבוא מוסדי ופרטני של תכשירים על-פי תקנה 29לתקנות הרוקחים (תכשירים) התשמ""ו 1986",2014-11-15T22:00:00Z,https://www.gov.il/he/Departments/policies/dr-129,files_circulars_dr_DR_129.pdf,"נוהל 129 - אבטחת איכות ייבוא מוסדי ופרטני של תכשירים על-פי תקנה 29לתקנות הרוקחים (תכשירים) התשמ""ו 1986",https://www.gov.il/BlobFolder/policy/dr-129/he/files_circulars_dr_DR_129.pdf,
137,ISCP_05112014,קביעת חיי מדף לאחר פתיחה,2014-11-04T22:00:00Z,https://www.gov.il/he/Departments/policies/iscp-05112014,files_circulars_iscp-ex_ISCP_05112014.pdf,קביעת חיי מדף לאחר פתיחה,https://www.gov.il/BlobFolder/policy/iscp-05112014/he/files_circulars_iscp-ex_ISCP_05112014.pdf,
138,DR_6A,שאלות ותשובות בנושא דיווחי תופעות לוואי ומידע בטיחות חדש,2014-10-20T21:00:00Z,https://www.gov.il/he/Departments/policies/dr-6a,,,,
139,DR 6E,SOP 6 - Reporting adverse events and new safety information (Update 3),2014-10-20T21:00:00Z,https://www.gov.il/he/Departments/policies/dr-6e,files_circulars_dr_DR_6E.pdf,SOP 6 - Reporting adverse events and new safety information (Update 3),https://www.gov.il/BlobFolder/policy/dr-6e/he/files_circulars_dr_DR_6E.pdf,
140,DR_10,נוהל מוצרים הומאופתיים,2014-07-31T21:00:00Z,https://www.gov.il/he/Departments/policies/dr-10,files_circulars_dr_DR_10.pdf,נוהל מוצרים הומאופתיים,https://www.gov.il/BlobFolder/policy/dr-10/he/files_circulars_dr_DR_10.pdf,
141,131,פרטיות המטופל בבית מרקחת וחדר תרופות,2014-07-14T21:00:00Z,https://www.gov.il/he/Departments/policies/dr-131,files_circulars_dr_DR_131.pdf,פרטיות המטופל בבית מרקחת וחדר תרופות,https://www.gov.il/BlobFolder/policy/dr-131/he/files_circulars_dr_DR_131.pdf,
142,Apr-14,מתן גמול מיוחד לרוקח עבור מכירת תכשירי OTC,2014-06-30T21:00:00Z,https://www.gov.il/he/Departments/policies/sbn04-2014,files_circulars_sbn_SBN04_2014.pdf,מתן גמול מיוחד לרוקח עבור מכירת תכשירי OTC,https://www.gov.il/BlobFolder/policy/sbn04-2014/he/files_circulars_sbn_SBN04_2014.pdf,
143,128,שירותי הובלה ומסירת תכשירים מבית מרקחת באמצעות מכירה מקוונת או שליח,2014-03-31T21:00:00Z,https://www.gov.il/he/Departments/policies/dr-128,files_circulars_dr_DR_128.pdf,שירותי הובלה ומסירת תכשירים מבית מרקחת באמצעות מכירה מקוונת או שליח,https://www.gov.il/BlobFolder/policy/dr-128/he/files_circulars_dr_DR_128.pdf,
143,128,שירותי הובלה ומסירת תכשירים מבית מרקחת באמצעות מכירה מקוונת או שליח,2014-03-31T21:00:00Z,https://www.gov.il/he/Departments/policies/dr-128,files_circulars_dr_dr-128-n1.docx,נספח 1 לנוהל 128 - טופס בקשה להפעלת שירותי מכירה מקוונת ו/או שילוח של תכשירים מבית מרקחת,https://www.gov.il/BlobFolder/policy/dr-128/he/files_circulars_dr_dr-128-n1.docx,
144,127,מדיניות תנאי רישום ושימוש בתכשירי ביו-סימילאר - Bio-Similar,2014-03-31T21:00:00Z,https://www.gov.il/he/Departments/policies/dr-127,files_circulars_dr_dr_127.pdf,תנאי רישום של תכשירי ביוסימילאר – Biosimilar,https://www.gov.il/BlobFolder/policy/dr-127/he/files_circulars_dr_dr_127.pdf,
145,120,רישום תכשירים ותיקים,2014-03-31T21:00:00Z,https://www.gov.il/he/Departments/policies/dr-120,files_circulars_dr_DR_120.pdf,רישום תכשירים ותיקים,https://www.gov.il/BlobFolder/policy/dr-120/he/files_circulars_dr_DR_120.pdf,
146,118,הודעה על שינוי אריזה ותיווי של תכשיר משווק,2014-01-31T22:00:00Z,https://www.gov.il/he/Departments/policies/dr-118,files_circulars_dr_DR_118.pdf,הודעה על שינוי אריזה ותיווי של תכשיר משווק,https://www.gov.il/BlobFolder/policy/dr-118/he/files_circulars_dr_DR_118.pdf,
147,9,בדיקת אצווה ראשונה של תכשיר רפואי,2014-01-31T22:00:00Z,https://www.gov.il/he/Departments/policies/dr-9,files_circulars_dr_DR_9.pdf,בדיקת אצווה ראשונה של תכשיר רפואי,https://www.gov.il/BlobFolder/policy/dr-9/he/files_circulars_dr_DR_9.pdf,
148,46,"נוהל הגשת בקשות לרישום – נספח 3 (עדכון) , הדרישות לרישום תכשירים גנריים לסוגיהם",2013-12-31T22:00:00Z,https://www.gov.il/he/Departments/policies/dr-46,files_circulars_dr_DR_46.pdf,"נוהל הגשת בקשות לרישום – נספח 3 (עדכון) , הדרישות לרישום תכשירים גנריים לסוגיהם",https://www.gov.il/BlobFolder/policy/dr-46/he/files_circulars_dr_DR_46.pdf,
149,126,תנאי אחסון והובלה של תכשירים,2013-12-31T22:00:00Z,https://www.gov.il/he/Departments/policies/dr-126,files_circulars_dr_dr_126.pdf,תנאי אחסון והובלה של תכשירים,https://www.gov.il/BlobFolder/policy/dr-126/he/files_circulars_dr_dr_126.pdf,
150,ISCP_29122013,Questions & Answers Pertaining to Procedure EX-012/01 for the Manufacture,2013-12-28T22:00:00Z,https://www.gov.il/he/Departments/policies/iscp-29122013,files_circulars_iscp-ex_ISCP_29122013.pdf,Questions & Answers Pertaining to Procedure EX-012/01 for the Manufacture,https://www.gov.il/BlobFolder/policy/iscp-29122013/he/files_circulars_iscp-ex_ISCP_29122013.pdf,
151,GQM-048/01,נוהל קשרי לקוחות,2013-12-25T22:00:00Z,https://www.gov.il/he/Departments/policies/gqm048-01-08,files_circulars_iscp-ex_GQM048_01_08.pdf,נוהל קשרי לקוחות,https://www.gov.il/BlobFolder/policy/gqm048-01-08/he/files_circulars_iscp-ex_GQM048_01_08.pdf,
152,DR_65620813,תוספי תזונה בבית מרקחת או חדרי תרופות,2013-11-17T22:00:00Z,https://www.gov.il/he/Departments/policies/dr-65620813,files_circulars_dr_DR_65620813.pdf,תוספי תזונה בבית מרקחת או חדרי תרופות,https://www.gov.il/BlobFolder/policy/dr-65620813/he/files_circulars_dr_DR_65620813.pdf,
153,ISCP_20102013_1,Authorised Person – Pedigree Document,2013-10-19T21:00:00Z,https://www.gov.il/he/Departments/policies/iscp-20102013-1,files_circulars_iscp-ex_ISCP_20102013_1.pdf,Authorised Person – Pedigree Document,https://www.gov.il/BlobFolder/policy/iscp-20102013-1/he/files_circulars_iscp-ex_ISCP_20102013_1.pdf,
154,ISCP_20102013_2,Authorised Person - Statement of Release,2013-10-19T21:00:00Z,https://www.gov.il/he/Departments/policies/iscp-20102013-2,files_circulars_iscp-ex_ISCP_20102013_2.pdf,Authorised Person - Statement of Release,https://www.gov.il/BlobFolder/policy/iscp-20102013-2/he/files_circulars_iscp-ex_ISCP_20102013_2.pdf,
155,REG_06102013,נתונים סטטיסטיים של רישום תכשירים רפואיים לתקופה ינואר-יוני 2013,2013-10-05T21:00:00Z,https://www.gov.il/he/Departments/policies/reg-06102013,files_circulars_reg_reg_06102013.pdf,נתונים סטטיסטיים של רישום תכשירים רפואיים לתקופה ינואר-יוני 2013,https://www.gov.il/BlobFolder/policy/reg-06102013/he/files_circulars_reg_reg_06102013.pdf,
156,6,נוהל דיווח תופעות לוואי ומידע בטיחות חדש,2013-09-30T21:00:00Z,https://www.gov.il/he/Departments/policies/dr-06,files_circulars_dr_DR_06.pdf,נוהל דיווח תופעות לוואי ומידע בטיחות חדש - לא בתוקף,https://www.gov.il/BlobFolder/policy/dr-06/he/files_circulars_dr_DR_06.pdf,
156,6,נוהל דיווח תופעות לוואי ומידע בטיחות חדש,2013-09-30T21:00:00Z,https://www.gov.il/he/Departments/policies/dr-06,files_circulars_dr_dr-06-adr_table_a.pdf,טבלת עזר לדיווח של חברות התרופות למחלקה לניהול סיכונים ומידע תרופתי - לא בתוקף,https://www.gov.il/BlobFolder/policy/dr-06/he/files_circulars_dr_dr-06-adr_table_a.pdf,
156,6,נוהל דיווח תופעות לוואי ומידע בטיחות חדש,2013-09-30T21:00:00Z,https://www.gov.il/he/Departments/policies/dr-06,files_circulars_dr_DR_06-01042026.pdf,נוהל 6 - עדכון 4 (בתוקף מתאריך 01.04.2026),https://www.gov.il/BlobFolder/policy/dr-06/he/files_circulars_dr_DR_06-01042026.pdf,
156,6,נוהל דיווח תופעות לוואי ומידע בטיחות חדש,2013-09-30T21:00:00Z,https://www.gov.il/he/Departments/policies/dr-06,files_circulars_dr_DR6-tables-01042026.pdf,נוהל 6 - עדכון 4 - טבלת עזר (בתוקף מתאריך 01.04.2026),https://www.gov.il/BlobFolder/policy/dr-06/he/files_circulars_dr_DR6-tables-01042026.pdf,
156,6,נוהל דיווח תופעות לוואי ומידע בטיחות חדש,2013-09-30T21:00:00Z,https://www.gov.il/he/Departments/policies/dr-06,files_circulars_dr_DR6-n1-01042026.docx,"נוהל 6 - עדכון 4, נספח 1  - הצהרה לדו""ח בטיחות תקופתי",https://www.gov.il/BlobFolder/policy/dr-06/he/files_circulars_dr_DR6-n1-01042026.docx,
156,6,נוהל דיווח תופעות לוואי ומידע בטיחות חדש,2013-09-30T21:00:00Z,https://www.gov.il/he/Departments/policies/dr-06,files_circulars_dr_DR6-n2-01042026.docx,"נוהל 6 - עדכון 4, נספח 2  - בקשה לאישור מינוי אחראי/ת מעקב תרופתי (QPPV)",https://www.gov.il/BlobFolder/policy/dr-06/he/files_circulars_dr_DR6-n2-01042026.docx,
156,6,נוהל דיווח תופעות לוואי ומידע בטיחות חדש,2013-09-30T21:00:00Z,https://www.gov.il/he/Departments/policies/dr-06,files_circulars_dr_DR6-n4-01042026.docx,"נוהל 6 - עדכון 4, נספח 4 - בקשה לפטור מהגשת דוח בטיחות תקופתי (PSUR)",https://www.gov.il/BlobFolder/policy/dr-06/he/files_circulars_dr_DR6-n4-01042026.docx,
156,6,נוהל דיווח תופעות לוואי ומידע בטיחות חדש,2013-09-30T21:00:00Z,https://www.gov.il/he/Departments/policies/dr-06,files_circulars_dr_DR6-n5-01042026.docx,"נוהל 6 - עדכון 4, נספח 5 - הצהרה שנתית לתכשירים וטרינריים",https://www.gov.il/BlobFolder/policy/dr-06/he/files_circulars_dr_DR6-n5-01042026.docx,
156,6,נוהל דיווח תופעות לוואי ומידע בטיחות חדש,2013-09-30T21:00:00Z,https://www.gov.il/he/Departments/policies/dr-06,files_circulars_dr_DR6-n6-01042026.docx,"נוהל 6 - עדכון 4, נספח 6 - תבנית להגשת סיגנלים למחלקה לניהול סיכונים",https://www.gov.il/BlobFolder/policy/dr-06/he/files_circulars_dr_DR6-n6-01042026.docx,
157,113,ייעוץ רוקחי יזום ומידע תרופתי על-ידי רוקח,2013-09-30T21:00:00Z,https://www.gov.il/he/Departments/policies/dr-113,files_circulars_dr_DR_113.pdf,ייעוץ רוקחי יזום ומידע תרופתי על-ידי רוקח,https://www.gov.il/BlobFolder/policy/dr-113/he/files_circulars_dr_DR_113.pdf,
158,114,הכרזה דחופה על חומרים אסורים בהפצה,2013-07-31T21:00:00Z,https://www.gov.il/he/Departments/policies/dr-114,files_circulars_dr_DR_114.pdf,הכרזה דחופה על חומרים אסורים בהפצה,https://www.gov.il/BlobFolder/policy/dr-114/he/files_circulars_dr_DR_114.pdf,
159,ISCP_29072013,עדכון הסדרי תשלום,2013-07-28T21:00:00Z,https://www.gov.il/he/Departments/policies/iscp-29072013,files_circulars_iscp-ex_ISCP_29072013.pdf,עדכון הסדרי תשלום,https://www.gov.il/BlobFolder/policy/iscp-29072013/he/files_circulars_iscp-ex_ISCP_29072013.pdf,
160,112,תשאול והדרכה רוקחית בעת ניפוק תרופות בבית מרקחת וחדר תרופות בקהילה,2013-06-30T21:00:00Z,https://www.gov.il/he/Departments/policies/dr-112,files_circulars_dr_DR_112.pdf,תשאול והדרכה רוקחית בעת ניפוק תרופות בבית מרקחת וחדר תרופות בקהילה,https://www.gov.il/BlobFolder/policy/dr-112/he/files_circulars_dr_DR_112.pdf,
161,107,מרשמים אלקטרוניים וחתימה אלקטרונית בקופת החולים ובמוסד רפואי,2013-06-30T21:00:00Z,https://www.gov.il/he/Departments/policies/dr-107,files_circulars_dr_DR_107.pdf,מרשמים אלקטרוניים וחתימה אלקטרונית בקופת החולים ובמוסד רפואי,https://www.gov.il/BlobFolder/policy/dr-107/he/files_circulars_dr_DR_107.pdf,
