#,Directive number,Title,Date,Page on gov.il,File name in zip,File title,File URL,Note
162,111,תנאים לפינת מיהול בחדרי תרופות,2013-06-30T21:00:00Z,https://www.gov.il/he/Departments/policies/dr-111,files_circulars_dr_DR_111.pdf,תנאים לפינת מיהול בחדרי תרופות,https://www.gov.il/BlobFolder/policy/dr-111/he/files_circulars_dr_DR_111.pdf,
163,64,רכש סם מסוכן והחזקתו לשימוש בניידת אמבונלס לטיפול נמרץ,2013-05-31T21:00:00Z,https://www.gov.il/he/Departments/policies/dr-64,files_circulars_dr_DR_64.pdf,רכש סם מסוכן  והחזקתו  לשימוש בניידת/אמבונלס לטיפול נמרץ,https://www.gov.il/BlobFolder/policy/dr-64/he/files_circulars_dr_DR_64.pdf,
164,108,"תיקון פקודת הרוקחים (מס' 20) (תיקון מס' 2 - הוראת שעה), התשע""ג 2013",2013-04-30T21:00:00Z,https://www.gov.il/he/Departments/policies/dr-108,files_circulars_dr_DR_108.pdf,"תיקון פקודת הרוקחים (מס' 20) (תיקון מס' 2 - הוראת שעה), התשע""ג 2013",https://www.gov.il/BlobFolder/policy/dr-108/he/files_circulars_dr_DR_108.pdf,
165,109,הנחיות  לניפוק והדרכת  מטופלים של התרופה Methotrexate בבתי-מרקחת,2013-04-30T21:00:00Z,https://www.gov.il/he/Departments/policies/dr-109,files_regulation_dr_109.pdf,הנחיות לניפוק והדרכת  מטופלים של התרופה Methotrexate בבתי-מרקחת,https://www.gov.il/BlobFolder/policy/dr-109/he/files_regulation_dr_109.pdf,
166,EX-012,ייצור ויבוא תכשירים ניסיוניים במדינת ישראל,2013-04-13T21:00:00Z,https://www.gov.il/he/Departments/policies/ex-012,files_circulars_iscp-ex_EX-012.pdf,ייצור ויבוא תכשירים ניסיוניים במדינת ישראל,https://www.gov.il/BlobFolder/policy/ex-012/he/files_circulars_iscp-ex_EX-012.pdf,
167,,"נוהל להגשת בקשה להכללת טכנונולוגיה רפואית בסל שירותי הבריאות (לפי חוק ביטוח בריאות ממלכתי, התשנ""ד – 1994)",2012-12-31T22:00:00Z,https://www.gov.il/he/Departments/policies/dr-01012013-1,files_circulars_dr_DR_01012013_1.doc,"נוהל להגשת בקשה להכללת טכנולוגיה רפואית בסל שירותי הבריאות (לפי חוק ביטוח בריאות ממלכתי, התשנ""ד – 1994)",https://www.gov.il/BlobFolder/policy/dr-01012013-1/he/files_circulars_dr_DR_01012013_1.doc,
168,53 גרסה 10,"נוהל להגשת בקשה להכללת תכשיר רפואי בסל שירותי הבריאות (לפי חוק ביטוח בריאות ממלכתי, התשנ""ד – 1994)",2012-12-31T22:00:00Z,https://www.gov.il/he/Departments/policies/dr-53-10,files_circulars_dr_DR_53_10.doc,"נוהל להגשת בקשה להכללת תכשיר רפואי בסל שירותי הבריאות (לפי חוק ביטוח בריאות ממלכתי, התשנ""ד – 1994)",https://www.gov.il/BlobFolder/policy/dr-53-10/he/files_circulars_dr_DR_53_10.doc,
169,DR104,נוהל 104 - עדכון 3 - דיווח על כוונה להפסיק שיווק / כוונה שלא לחדש רישום תכשיר רפואי,2012-10-31T22:00:00Z,https://www.gov.il/he/pages/dr-104,files_circulars_dr_dr_104.pdf,נוהל 104 - עדכון 3  - דיווח על כוונה להפסיק שיווק / כוונה שלא לחדש רישום תכשיר רפואי,https://www.gov.il/BlobFolder/policy/dr-104/he/files_circulars_dr_dr_104.pdf,also listed as site entries #170
169,DR104,נוהל 104 - עדכון 3 - דיווח על כוונה להפסיק שיווק / כוונה שלא לחדש רישום תכשיר רפואי,2012-10-31T22:00:00Z,https://www.gov.il/he/pages/dr-104,files_circulars_dr_dr_104a.xlsx,"טבלת אקסל לדיווח הנתונים - נספח 3 מתוך נוהל 104, עדכון 3-851591422",https://www.gov.il/BlobFolder/policy/dr-104/he/files_circulars_dr_dr_104a.xlsx,also listed as site entries #170
171,REG09_2012,איחוד רישום של תכשירים כימיים ממסלולי רישום שונים לתעודת רישום אחת,2012-09-03T21:00:00Z,https://www.gov.il/he/Departments/policies/reg09-2012,files_circulars_reg_REG09_2012.pdf,איחוד רישום של תכשירים כימיים ממסלולי רישום שונים לתעודת רישום אחת,https://www.gov.il/BlobFolder/policy/reg09-2012/he/files_circulars_reg_REG09_2012.pdf,
172,EX004-04,"נוהל אישור אצווה לשיווק ע""י היבואן",2012-07-18T21:00:00Z,https://www.gov.il/he/Departments/policies/ex004-04,files_circulars_iscp-ex_EX004_04.pdf,"נוהל אישור אצווה לשיווק ע""י היבואן",https://www.gov.il/BlobFolder/policy/ex004-04/he/files_circulars_iscp-ex_EX004_04.pdf,
173,EX_16072012,Compilation of Procedures on Inspections and Exchange of Information,2012-07-15T21:00:00Z,https://www.gov.il/he/Departments/policies/ex-16072012,files_circulars_iscp-ex_EX_16072012.pdf,Compilation of Procedures on Inspections and Exchange of Information,https://www.gov.il/BlobFolder/policy/ex-16072012/he/files_circulars_iscp-ex_EX_16072012.pdf,
174,REG07_2012,נתונים סטטיסטיים של רישום תכשירים רפואיים לתקופה ינואר-יוני 2012,2012-07-07T21:00:00Z,https://www.gov.il/he/Departments/policies/reg07-2012,files_circulars_reg_REG07_2012.pdf,נתונים סטטיסטיים של רישום תכשירים רפואיים לתקופה ינואר-יוני 2012,https://www.gov.il/BlobFolder/policy/reg07-2012/he/files_circulars_reg_REG07_2012.pdf,
175,32,נוהל לסימון אריזות לתכשיר רפואי,2012-06-30T21:00:00Z,https://www.gov.il/he/Departments/policies/dr-43,files_circulars_dr_dr_43.pdf,הנחיות לסימון אריזות של תכשירים,https://www.gov.il/BlobFolder/policy/dr-43/he/files_circulars_dr_dr_43.pdf,
176,100,נוהל הסבת מעבדה בבית מרקחת לצרכים נוספים,2012-06-30T21:00:00Z,https://www.gov.il/he/Departments/policies/dr-100,files_circulars_dr_dr_100.pdf,נוהל הסבת מעבדה בבית מרקחת לצרכים נוספים,https://www.gov.il/BlobFolder/policy/dr-100/he/files_circulars_dr_dr_100.pdf,
177,REG_05/2012,פורמט עדכני לעלון לצרכן,2012-05-12T21:00:00Z,https://www.gov.il/he/Departments/policies/reg05-2012,files_circulars_reg_Reg05_2012.pdf,פורמט עדכני לעלון לצרכן,https://www.gov.il/BlobFolder/policy/reg05-2012/he/files_circulars_reg_Reg05_2012.pdf,
178,33,נוהל 33 - ייבוא ושיווק תרופות וחומרים פרמצבטיים,2012-03-04T22:00:00Z,https://www.gov.il/he/Departments/policies/dr-33,files_circulars_dr_DR_33.pdf,נוהל 33 - ייבוא ושיווק תרופות וחומרים פרמצבטיים,https://www.gov.il/BlobFolder/policy/dr-33/he/files_circulars_dr_DR_33.pdf,
178,33,נוהל 33 - ייבוא ושיווק תרופות וחומרים פרמצבטיים,2012-03-04T22:00:00Z,https://www.gov.il/he/Departments/policies/dr-33,files_circulars_dr_33-1.pdf,נפסח 1,https://www.gov.il/BlobFolder/policy/dr-33/he/files_circulars_dr_33-1.pdf,
178,33,נוהל 33 - ייבוא ושיווק תרופות וחומרים פרמצבטיים,2012-03-04T22:00:00Z,https://www.gov.il/he/Departments/policies/dr-33,files_circulars_dr_33-2-1.docx,הצהרת רוקח לתכשיר רשום,https://www.gov.il/BlobFolder/policy/dr-33/he/files_circulars_dr_33-2-1.docx,
178,33,נוהל 33 - ייבוא ושיווק תרופות וחומרים פרמצבטיים,2012-03-04T22:00:00Z,https://www.gov.il/he/Departments/policies/dr-33,files_circulars_dr_33-2-2.docx,הצהרת רוקח לחומרי גלם פרמצבטיים,https://www.gov.il/BlobFolder/policy/dr-33/he/files_circulars_dr_33-2-2.docx,
178,33,נוהל 33 - ייבוא ושיווק תרופות וחומרים פרמצבטיים,2012-03-04T22:00:00Z,https://www.gov.il/he/Departments/policies/dr-33,files_circulars_dr_33-2-3.docx,הצהרת רוקח לייבוא הומאופתי רשום,https://www.gov.il/BlobFolder/policy/dr-33/he/files_circulars_dr_33-2-3.docx,
178,33,נוהל 33 - ייבוא ושיווק תרופות וחומרים פרמצבטיים,2012-03-04T22:00:00Z,https://www.gov.il/he/Departments/policies/dr-33,files_circulars_dr_33-2-4.docx,הצהרת רוקח לייבוא הומאופתי לא רשום,https://www.gov.il/BlobFolder/policy/dr-33/he/files_circulars_dr_33-2-4.docx,
178,33,נוהל 33 - ייבוא ושיווק תרופות וחומרים פרמצבטיים,2012-03-04T22:00:00Z,https://www.gov.il/he/Departments/policies/dr-33,files_circulars_dr_33-2-5.docx,הצהרת יבואן לטובין למחקר,https://www.gov.il/BlobFolder/policy/dr-33/he/files_circulars_dr_33-2-5.docx,
178,33,נוהל 33 - ייבוא ושיווק תרופות וחומרים פרמצבטיים,2012-03-04T22:00:00Z,https://www.gov.il/he/Departments/policies/dr-33,files_circulars_dr_33-2-6.docx,הצהרת יבואן לניסויים בבעלי חיים,https://www.gov.il/BlobFolder/policy/dr-33/he/files_circulars_dr_33-2-6.docx,
178,33,נוהל 33 - ייבוא ושיווק תרופות וחומרים פרמצבטיים,2012-03-04T22:00:00Z,https://www.gov.il/he/Departments/policies/dr-33,files_circulars_dr_33-2-7.docx,הצהרת רוקח לניסוי קליני,https://www.gov.il/BlobFolder/policy/dr-33/he/files_circulars_dr_33-2-7.docx,
179,49,הפצת עלונים לרופא/לצרכן ומידע מיוחד לתכשירים,2012-02-29T22:00:00Z,https://www.gov.il/he/Departments/policies/dr-49,files_circulars_dr_dr_49.pdf,הפצת עלונים לרופא/לצרכן ומידע מיוחד לתכשירים,https://www.gov.il/BlobFolder/policy/dr-49/he/files_circulars_dr_dr_49.pdf,
180,94,מגוון המוצרים המותרים לשיווק בבית-מרקחת,2012-01-24T22:00:00Z,https://www.gov.il/he/Departments/policies/dr-94,files_circulars_dr_DR_94.pdf,מגוון המוצרים המותרים לשיווק בבית-מרקחת,https://www.gov.il/BlobFolder/policy/dr-94/he/files_circulars_dr_DR_94.pdf,
181,ISCP_21062012,תיק מעבדה,2012-01-20T22:00:00Z,https://www.gov.il/he/Departments/policies/iscp-21062012,files_circulars_iscp-ex_ISCP_21062012.pdf,תיק מעבדה,https://www.gov.il/BlobFolder/policy/iscp-21062012/he/files_circulars_iscp-ex_ISCP_21062012.pdf,
182,ISCP_13012010,"הגשת דוגמאות של תכשירים וחומרי ייחוס המוגדרים כ""סמים""",2012-01-12T22:00:00Z,https://www.gov.il/he/Departments/policies/iscp-13012010,files_circulars_iscp-ex_ISCP_13012010.pdf,"הגשת דוגמאות של תכשירים וחומרי ייחוס המוגדרים כ""סמים""",https://www.gov.il/BlobFolder/policy/iscp-13012010/he/files_circulars_iscp-ex_ISCP_13012010.pdf,
183,53,נוהל להגשת בקשה להכללת תכשיר רפואי בסל שירותי הבריאות,2011-12-31T22:00:00Z,https://www.gov.il/he/Departments/policies/papd-53,files_circulars_PAPD_53.pdf,נוהל להגשת בקשה להכללת תכשיר רפואי בסל שירותי הבריאות,https://www.gov.il/BlobFolder/policy/papd-53/he/files_circulars_PAPD_53.pdf,
184,36,נוהל לשינוי בעל רישום,2011-11-30T22:00:00Z,https://www.gov.il/he/Departments/policies/dr-36,files_circulars_dr_DR_36.pdf,נוהל לשינוי בעל רישום,https://www.gov.il/BlobFolder/policy/dr-36/he/files_circulars_dr_DR_36.pdf,
185,91,אישור אצווה של חומר גלם המיועד לבית מרקחת על-ידי בית מסחר לתרופות,2011-10-31T22:00:00Z,https://www.gov.il/he/Departments/policies/dr-91,files_circulars_dr_DR_91.pdf,אישור אצווה של חומר גלם המיועד לבית מרקחת על-ידי בית מסחר לתרופות,https://www.gov.il/BlobFolder/policy/dr-91/he/files_circulars_dr_DR_91.pdf,
186,84,העברת מידע וניהול משברים הקשורים לתכשיר,2011-09-30T21:00:00Z,https://www.gov.il/he/Departments/policies/dr-84,files_circulars_dr_DR_84.pdf,העברת מידע וניהול משברים הקשורים לתכשיר,https://www.gov.il/BlobFolder/policy/dr-84/he/files_circulars_dr_DR_84.pdf,
187,DR_17082011,בטיחות המטופל חובת ביצוע בקרת ניפוק תרופות,2011-08-16T21:00:00Z,https://www.gov.il/he/Departments/policies/dr-17082011,files_circulars_dr_DR_17082011.pdf,בטיחות המטופל חובת ביצוע בקרת ניפוק תרופות,https://www.gov.il/BlobFolder/policy/dr-17082011/he/files_circulars_dr_DR_17082011.pdf,
188,67,נוהל לאישור שמות לתכשירים רפואיים,2011-07-31T21:00:00Z,https://www.gov.il/he/Departments/policies/dr_67,files_circulars_dr_DR_67.pdf,נוהל לאישור שמות לתכשירים רפואיים,https://www.gov.il/BlobFolder/policy/dr_67/he/files_circulars_dr_DR_67.pdf,
189,REG_03/2011,"העברת הצעת עלונים לרופא/לצרכן בדוא""ל לרישום תכשיר חדש/תוספת התוויה",2011-03-12T22:00:00Z,https://www.gov.il/he/Departments/policies/reg03-2011,files_circulars_reg_REG03_2011.pdf,"העברת הצעת עלונים לרופא/לצרכן בדוא""ל לרישום תכשיר חדש/תוספת התוויה",https://www.gov.il/BlobFolder/policy/reg03-2011/he/files_circulars_reg_REG03_2011.pdf,
190,0111,הנחיות לנבחנים בבחינת הרישוי הממשלתית ברוקחות,2010-12-31T22:00:00Z,https://www.gov.il/he/Departments/policies/pharmacist-examinees-guidelines,files_circulars_pharmacist_examinees_guidelines.pdf,הנחיות לנבחנים בבחינת הרישוי הממשלתית  ברוקחות,https://www.gov.il/BlobFolder/policy/pharmacist-examinees-guidelines/he/files_circulars_pharmacist_examinees_guidelines.pdf,also listed as site entries #193
191,45,"נוהל  להגשת בקשות לרישום-נספח 2  (עידכון), נוהל לביצוע בדיקות זמינות ביולוגית השוואתית בבני-אדם (in-vivo)",2010-12-31T22:00:00Z,https://www.gov.il/he/Departments/policies/dr-45,files_circulars_dr_DR_45.pdf,"נוהל  להגשת בקשות לרישום - נספח 2  (עידכון), נוהל לביצוע בדיקות  זמינות ביולוגית השוואתית בבני-אדם (in-vivo)",https://www.gov.il/BlobFolder/policy/dr-45/he/files_circulars_dr_DR_45.pdf,
192,,הנחיות לנבחנים בבחינת הרישוי הממשלתית לעוזרי רוקחים,2010-12-31T22:00:00Z,https://www.gov.il/he/Departments/policies/assistant-pharmacist-examinees-guidelines,files_circulars_assistant_pharmacist_examinees_guidelines.pdf,הנחיות לנבחנים בבחינת הרישוי הממשלתית לעוזרי רוקחים,https://www.gov.il/BlobFolder/policy/assistant-pharmacist-examinees-guidelines/he/files_circulars_assistant_pharmacist_examinees_guidelines.pdf,
194,REG_04/2010,שינויים בעלונים ללא צורך באישור מוקדם,2010-08-17T21:00:00Z,https://www.gov.il/he/Departments/policies/reg04-2010,files_circulars_reg_REG04_2010.pdf,שינויים בעלונים ללא צורך באישור מוקדם,https://www.gov.il/BlobFolder/policy/reg04-2010/he/files_circulars_reg_REG04_2010.pdf,
195,REG_08/2010,הגבלת שיווק לתכשירים משלשלים,2010-07-31T21:00:00Z,https://www.gov.il/he/Departments/policies/reg08-2010,files_circulars_reg_REG08_2010.pdf,הגבלת שיווק לתכשירים משלשלים,https://www.gov.il/BlobFolder/policy/reg08-2010/he/files_circulars_reg_REG08_2010.pdf,
196,REG_06/2010,שינויים המוגשים רק למחלקה לרישום,2010-06-29T21:00:00Z,https://www.gov.il/he/Departments/policies/reg06-2010,files_circulars_reg_REG06_2010.pdf,שינויים המוגשים רק למחלקה לרישום,https://www.gov.il/BlobFolder/policy/reg06-2010/he/files_circulars_reg_REG06_2010.pdf,
197,REG_03/2010,עלונים לרופא/לצרכן  מאושרים למאגר התרופות  באתר האינטרנט של משרד הבריאות,2010-03-15T22:00:00Z,https://www.gov.il/he/Departments/policies/reg03-2010,files_circulars_reg_REG03_2010.pdf,עלונים לרופא/לצרכן  מאושרים למאגר התרופות  באתר האינטרנט של משרד הבריאות,https://www.gov.il/BlobFolder/policy/reg03-2010/he/files_circulars_reg_REG03_2010.pdf,
198,REG_02/2010,עלונים לרופא/לצרכן מאושרים למאגר התרופות באתר האינטרנט של משרד הבריאות,2010-02-15T22:00:00Z,https://www.gov.il/he/Departments/policies/reg02-2010,files_circulars_reg_REG02_2010.pdf,עלונים לרופא/לצרכן מאושרים למאגר התרופות באתר האינטרנט של משרד הבריאות,https://www.gov.il/BlobFolder/policy/reg02-2010/he/files_circulars_reg_REG02_2010.pdf,
199,REG_01/2010,מעבר לעידן הרשומה האלקטרונית,2010-01-16T22:00:00Z,https://www.gov.il/he/Departments/policies/reg01-2010,files_circulars_reg_REG01_2010.pdf,מעבר לעידן הרשומה האלקטרונית,https://www.gov.il/BlobFolder/policy/reg01-2010/he/files_circulars_reg_REG01_2010.pdf,
200,78,נוהל ניפוק תכשירים המכילים מרכיב פעיל בעל פוטנציאל לשימוש לרעה,2009-10-31T22:00:00Z,he/Departments/policies/dr-78/,files_circulars_dr_DR_78.pdf,נוהל ניפוק תכשירים המכילים מרכיב פעיל בעל פוטנציאל לשימוש לרעה,https://www.gov.il/BlobFolder/policy/dr-78/he/files_circulars_dr_DR_78.pdf,
201,15,סגירת תיק בקשה לרישום,2009-10-31T22:00:00Z,https://www.gov.il/he/Departments/policies/dr-15,files_circulars_dr_DR_15.pdf,סגירת תיק בקשה לרישום,https://www.gov.il/BlobFolder/policy/dr-15/he/files_circulars_dr_DR_15.pdf,
202,73,"השגה על החלטת המנהל על דחיית בקשה לרישום תכשיר בפנקס, או על החלטה לדחיית בקשה לתוספת התוויה, או על החלטה להטלת הגבלות על תכשיר ב",2009-10-31T22:00:00Z,https://www.gov.il/he/Departments/policies/dr-73,files_circulars_dr_DR_73.pdf,"השגה על החלטת המנהל על דחיית בקשה לרישום תכשיר בפנקס, או על החלטה לדחיית בקשה לתוספת התוויה, או על החלטה להטלת הגבלות על תכשיר ב",https://www.gov.il/BlobFolder/policy/dr-73/he/files_circulars_dr_DR_73.pdf,
203,REG_09/2009,תרופות נגד צינון ו/או תרופות נגד שיעול - במתן דרך הפה - הגבלות בתנאי שיווק,2009-09-15T21:00:00Z,https://www.gov.il/he/Departments/policies/reg09-2009,files_circulars_reg_REG09_2009.pdf,תרופות נגד צינון ו/או תרופות נגד שיעול - במתן דרך הפה - הגבלות בתנאי שיווק,https://www.gov.il/BlobFolder/policy/reg09-2009/he/files_circulars_reg_REG09_2009.pdf,
204,21,פעילות הוועדה  המייעצת הבינמישרדית לתכשירים ברפואה וטרינרית,2009-08-31T21:00:00Z,https://www.gov.il/he/Departments/policies/dr-21,files_circulars_dr_DR_21.pdf,פעילות הוועדה המייעצת הבינמישרדית לתכשירים ברפואה וטרינרית,https://www.gov.il/BlobFolder/policy/dr-21/he/files_circulars_dr_DR_21.pdf,
205,77,הגשת בקשה לרישיון תכשיר אישי להדברת מזיקים לאדם,2009-05-31T21:00:00Z,https://www.gov.il/he/pages/dr-77,files_regulation_drugs_dr-77.pdf,הגשת בקשה לרישיון תכשיר אישי להדברת מזיקים לאדם,https://www.gov.il/BlobFolder/policy/dr-77/he/files_regulation_drugs_dr-77.pdf,
206,REG_04/2009,הנחיות לעריכת בדיקת הלבנת עור (blanching) לתכשירי עור המכילים קורטיקוסטרואידים לצורך רישום תכשירים גנריים,2009-03-31T21:00:00Z,https://www.gov.il/he/Departments/policies/reg04-2009,files_circulars_reg_REG04_2009.pdf,הנחיות לעריכת בדיקת הלבנת עור (blanching) לתכשירי עור המכילים קורטיקוסטרואידים לצורך רישום תכשירים גנריים,https://www.gov.il/BlobFolder/policy/reg04-2009/he/files_circulars_reg_REG04_2009.pdf,
207,REG_03/2009,קבלת בקשות לרישום של תרופות ביולוגיות דומות (Bio Similar),2009-03-30T21:00:00Z,https://www.gov.il/he/Departments/policies/reg03-2009,files_circulars_reg_REG03_2009.pdf,קבלת בקשות  לרישום של תרופות  ביולוגיות דומות (Bio Similar),https://www.gov.il/BlobFolder/policy/reg03-2009/he/files_circulars_reg_REG03_2009.pdf,
208,66,נוהל שמירה על סודיות המידע בתיקי רישום,2008-11-30T22:00:00Z,https://www.gov.il/he/Departments/policies/dr-66,files_circulars_dr_DR_66.pdf,נוהל שמירה על סודיות המידע בתיקי רישום,https://www.gov.il/BlobFolder/policy/dr-66/he/files_circulars_dr_DR_66.pdf,
209,REG_04/2008,סימון גלוטן בתרופות,2008-04-07T21:00:00Z,https://www.gov.il/he/Departments/policies/reg04-2008,files_circulars_reg_REG04_2008.pdf,סימון גלוטן בתרופות,https://www.gov.il/BlobFolder/policy/reg04-2008/he/files_circulars_reg_REG04_2008.pdf,
210,REG03/2008-03,תכשירים לטיפול בכינים-03,2008-03-02T22:00:00Z,https://www.gov.il/he/Departments/policies/reg-03-2008-03,files_circulars_reg_REG03_2008.pdf,תכשירים לטיפול בכינים-03,https://www.gov.il/BlobFolder/policy/reg-03-2008-03/he/files_circulars_reg_REG03_2008.pdf,
211,tm_02032008,תכשירים לחיטוי העור,2008-03-01T22:00:00Z,https://www.gov.il/he/pages/tm-02032008,files_circulars_mr_mr09_2008.pdf,אמות מידה להסמכת שירות רפואי (שאינו קופת חולים) לצורך מתן שירותי רפואה תעסוקתית,https://www.gov.il/BlobFolder/policy/tm-02032008/he/files_circulars_mr_mr09_2008.pdf,
212,Tm_01032008,תכשירים לטיפול בכינים,2008-02-29T22:00:00Z,https://www.gov.il/he/Departments/policies/tm-01032008,files_circulars_tm_tm_01032008.pdf,תכשירים לטיפול בכינים,https://www.gov.il/BlobFolder/policy/tm-01032008/he/files_circulars_tm_tm_01032008.pdf,
213,50,רוקח ממונה,2008-02-29T22:00:00Z,https://www.gov.il/he/Departments/policies/dr-50,files_circulars_dr_DR_50.pdf,רוקח ממונה,https://www.gov.il/BlobFolder/policy/dr-50/he/files_circulars_dr_DR_50.pdf,
214,REG_04022008,סירופים נגד שיעול ותרופות נוזליות להקלה בהצטננות בתינוקות ובפעוטות מתחת לגיל שנתיים,2008-02-03T22:00:00Z,https://www.gov.il/he/pages/reg-4022008,files_circulars_reg_REG_04022008.pdf,סירופים נגד שיעול ותרופות נוזליות להקלה בהצטננות בתינוקות ובפעוטות מתחת לגיל שנתיים,https://www.gov.il/BlobFolder/policy/reg-4022008/he/files_circulars_reg_REG_04022008.pdf,
215,71,אריזות קשות-פתיחה לילדים לתכשירים רפואיים,2007-02-28T22:00:00Z,https://www.gov.il/he/Departments/policies/dr-71,files_circulars_dr_DR_71.pdf,אריזות קשות-פתיחה לילדים לתכשירים רפואיים,https://www.gov.il/BlobFolder/policy/dr-71/he/files_circulars_dr_DR_71.pdf,
216,REG_08112006,הגשת בקשות לדיון בוועדה לעדכון רשימת GSL,2006-11-07T22:00:00Z,https://www.gov.il/he/Departments/policies/reg-08112006,files_circulars_reg_REG_08112006.pdf,הגשת בקשות לדיון בוועדה לעדכון רשימת GSL,https://www.gov.il/BlobFolder/policy/reg-08112006/he/files_circulars_reg_REG_08112006.pdf,
217,REG_12/2005,עלון לצרכן – פירוט חומרים בלתי פעילים בתכשירי מרשם,2005-12-27T22:00:00Z,https://www.gov.il/he/departments/policies/reg12-2005,files_circulars_reg_REG12_2005.pdf,עלון לצרכן – פירוט חומרים בלתי פעילים בתכשירי מרשם,https://www.gov.il/BlobFolder/policy/reg12-2005/he/files_circulars_reg_REG12_2005.pdf,
218,47,"נוהל סיווג מוצר רפואי כתכשיר או כאמ""ר",2005-10-31T22:00:00Z,https://www.gov.il/he/pages/dr-47,files_circulars_dr_DR_47.pdf,"נוהל סיווג מוצר רפואי כתכשיר או כאמ""ר",https://www.gov.il/BlobFolder/policy/dr-47/he/files_circulars_dr_DR_47.pdf,also listed as site entries #232
219,60,נוהל לאישור אתרי ייצור בעת רישום שינוי וחידוש תכשירים הומניים,2005-09-30T21:00:00Z,https://www.gov.il/he/Departments/policies/dr-60,files_circulars_dr_DR_60.pdf,נוהל לאישור אתרי ייצור  בעת  רישום שינוי וחידוש תכשירים הומניים,https://www.gov.il/BlobFolder/policy/dr-60/he/files_circulars_dr_DR_60.pdf,
220,61,נוהל לאישור אתרי ייצור בעת רישום שינוי וחידוש תכשירים וטרינריים,2005-09-30T21:00:00Z,https://www.gov.il/he/Departments/policies/dr-61,files_circulars_dr_DR_61.pdf,נוהל לאישור אתרי ייצור בעת רישום שינוי וחידוש תכשירים וטרינריים,https://www.gov.il/BlobFolder/policy/dr-61/he/files_circulars_dr_DR_61.pdf,
221,58,בדיקת אצווה ראשונה של תכשיר ללא מרשם לשיווק כללי,2005-05-31T21:00:00Z,https://www.gov.il/he/Departments/policies/dr-58,files_circulars_dr_DR_58.pdf,בדיקת אצווה ראשונה של תכשיר ללא מרשם לשיווק כללי,https://www.gov.il/BlobFolder/policy/dr-58/he/files_circulars_dr_DR_58.pdf,
222,,פרסום של תכשירים רפואיים  על-פי תקנה 28,2005-04-30T21:00:00Z,https://www.gov.il/he/Departments/policies/dr-24,files_circulars_dr_DR_24.pdf,פרסום של תכשירים רפואיים  על-פי תקנה 28,https://www.gov.il/BlobFolder/policy/dr-24/he/files_circulars_dr_DR_24.pdf,
223,56,נוהל שיווק תכשירים בלא מרשם לשיווק כללי שלא בידי רוקח בבית מרקחת,2005-04-30T21:00:00Z,https://www.gov.il/he/Departments/policies/dr-56,files_circulars_dr_DR_56.pdf,נוהל שיווק תכשירים בלא מרשם לשיווק כללי שלא בידי רוקח בבית מרקחת,https://www.gov.il/BlobFolder/policy/dr-56/he/files_circulars_dr_DR_56.pdf,
224,57,שיווק תכשירים בלא מרשם לשיווק כללי מבית מסחר לתרופות,2005-04-30T21:00:00Z,https://www.gov.il/he/Departments/policies/dr-57,files_circulars_dr_DR_57.pdf,שיווק  תכשירים בלא מרשם לשיווק כללי מבית מסחר לתרופות,https://www.gov.il/BlobFolder/policy/dr-57/he/files_circulars_dr_DR_57.pdf,
225,59,עלון לרופא לתכשיר גנרי,2005-04-30T21:00:00Z,https://www.gov.il/he/pages/dr-59,files_circulars_dr_DR_59.pdf,עלון לרופא לתכשיר גנרי,https://www.gov.il/BlobFolder/policy/dr-59/he/files_circulars_dr_DR_59.pdf,
226,55,תדריך והנחיות למבקש אישור למכירת תכשירים בלא מרשם לשיווק כללי בעסק שאינו בית מרקחת,2005-01-31T22:00:00Z,https://www.gov.il/he/Departments/policies/dr-55,files_circulars_dr_DR_55.pdf,תדריך והנחיות למבקש אישור למכירת תכשירים בלא מרשם לשיווק כללי בעסק שאינו בית מרקחת,https://www.gov.il/BlobFolder/policy/dr-55/he/files_circulars_dr_DR_55.pdf,
227,REG_01/2005,גודל אותיות בעלונים לצרכן,2005-01-17T22:00:00Z,https://www.gov.il/he/Departments/policies/reg01-2005,files_circulars_reg_REG01_2005.pdf,גודל אותיות בעלונים לצרכן,https://www.gov.il/BlobFolder/policy/reg01-2005/he/files_circulars_reg_REG01_2005.pdf,
228,54,סימון אריזות לתכשירים בלא מרשם לשיווק כללי,2004-11-22T22:00:00Z,https://www.gov.il/he/Departments/policies/dr-54,files_circulars_dr_DR_54.pdf,סימון אריזות לתכשירים בלא מרשם לשיווק כללי,https://www.gov.il/BlobFolder/policy/dr-54/he/files_circulars_dr_DR_54.pdf,
229,reg_18032004,כלי מדידה לתכשירים רפואיים,2004-03-17T22:00:00Z,https://www.gov.il/he/Departments/policies/reg-18032004,files_circulars_reg_reg_18032004.pdf,כלי מדידה לתכשירים רפואיים,https://www.gov.il/BlobFolder/policy/reg-18032004/he/files_circulars_reg_reg_18032004.pdf,
230,35,נוהל לאישור ייבוא תכשיר תואם,2003-12-31T22:00:00Z,https://www.gov.il/he/Departments/policies/dr-35,files_circulars_dr_DR_35.pdf,נוהל לאישור ייבוא תכשיר תואם,https://www.gov.il/BlobFolder/policy/dr-35/he/files_circulars_dr_DR_35.pdf,
